trialCount, launchingTime, launchingPosition.x, launchingPosition.y, launchingPosition.z, launchingAngles.x ,launchingAngles.y, launchingAngles.z, launchingLinearVelocity.x ,launchingLinearVelocity.y, launchingLinearVelocity.z, launchingAngularVelocity.x, launchingAngularVelocity.y, launchingAngularVelocity.z, landingPoint1.x, landingPoint1.y, landingPoint1.z, landingPoint1LinearVelocity.x, landingPoint1LinearVelocity.y, landingPoint1LinearVelocity.z, landingPoint1AngularVelocity.x, landingPoint1AngularVelocity.y, landingPoint1AngularVelocity.z, landingPoint1Quarter, paddleCollisionPosition.x, paddleCollisionPosition.y, paddleCollisionPosition.z, paddleCollisionLinearVelocity.x, paddleCollisionLinearVelocity.y, paddleCollisionLinearVelocity.z, paddleCollisionAngularVelocity.x, paddleCollisionAngularVelocity.y, paddleCollisionAngularVelocity.z, landingPoint2.x, landingPoint2.y, landingPoint2.z, landingPoint2LinearVelocity.x, landingPoint2LinearVelocity.y, landingPoint2LinearVelocity.z, landingPoint2AngularVelocity.x, landingPoint2AngularVelocity.y, landingPoint2AngularVelocity.z, landingPoint2Quarter, tableReferencePoint.x, tableReferencePoint.y, tableReferencePoint.z, isHit
21,58.96033,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.318637,1.010804,-1.273834,-0.3972319,1.793238,2.059521,-108.7623,2.81E-07,-20.91583,-1.489497,0.8183218,-0.3879981,-0.2221383,2.386409,1.150577,36.76004,1.43E-06,7.097272,3,-1.0585,0.76,-1.162,FALSE
22,63.13912,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.326196,1.009413,-1.234525,-0.06270194,2.819316,4.687463,-109.2479,2.82E-07,-21.0092,-1.361096,0.8029118,1.533064,0.0578038,3.028154,2.120679,10.34144,3.49E-05,-10.11907,7,-1.0585,0.76,-1.162,TRUE
23,65.13774,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.325647,1.009559,-1.237384,0.05888617,2.65205,5.070896,-109.2479,2.82E-07,-21.0092,-1.290302,0.8067223,1.626777,0.1127005,1.520405,3.921396,121.2495,-2.130213,-4.266664,7,-1.0585,0.76,-1.162,TRUE
24,66.82369,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.319886,1.010651,-1.267339,0.2548064,2.297136,4.92127,-108.7623,2.81E-07,-20.91583,-1.188084,0.8292515,1.23867,0.2555033,2.63637,3.472341,88.15421,4.58E-05,-6.527458,7,-1.0585,0.76,-1.162,TRUE
25,35.08044,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.345963,1.00131,-1.131738,-0.2424715,3.433901,4.927134,-110.2255,2.85E-07,-21.1972,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
26,26.31117,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.33532,1.00646,-1.187084,0.1623151,1.595932,2.276624,-109.7356,2.84E-07,-21.10299,-1.268268,0.8164079,-0.2641145,0.1994371,2.272702,1.322066,43.16518,0.000151145,-6.57091,3,-1.0585,0.76,-1.162,FALSE
27,14.57197,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.333055,1.007388,-1.198862,-0.1464408,1.95095,2.053764,-109.7356,2.84E-07,-21.10299,-1.398057,0.8253241,-0.2755238,-0.04923933,2.44199,1.258282,33.34821,-8.02E-07,1.280376,3,-1.0585,0.76,-1.162,FALSE
28,48.60708,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.325175,1.009685,-1.239835,0.5155087,1.598407,2.225133,-109.2479,2.82E-07,-21.0092,-1.115009,0.8153166,-0.3269474,0.4620449,2.283511,1.274985,43.35124,0.000205375,-15.80683,3,-1.0585,0.76,-1.162,TRUE
29,44.84157,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.335891,1.007925,-1.217548,-1.066586,1.078408,4.494621,-22.39481,-72.52543,34.19761,-1.705866,0.8067248,0.2025694,-0.9342131,2.092571,-0.1040347,-4.60057,-62.89078,41.00975,3,-1.0585,0.76,-1.162,FALSE
30,33.03762,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,-1.3,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.344743,1.033399,-1.080703,0.3966906,3.047362,3.100227,-80.75372,4.250672,-21.13836,-1.090901,0.8124062,0.8653188,0.3026156,3.20295,1.229243,75.94398,3.225374,-18.77621,5,-1.0585,0.76,-1.162,TRUE
